age,annual_income,loan_amount,loan_term_months,credit_score,existing_debt,derogatory_marks,employment_length_years,dti_ratio,loan_to_income,default
27,108429.03,20503.23,60,839,35693.25,0,17,3.988,0.1891,0
68,49218.97,3289.31,24,589,1164.38,1,5,0.3173,0.0668,1
58,63259.17,35085.19,48,480,9523.33,0,18,1.9452,0.5546,1
47,141434.29,16957.89,48,614,27953.01,0,8,2.4016,0.1199,1
53,63626.9,27937.62,60,565,20581.32,0,9,3.9694,0.4391,1
21,19458.82,14239.64,24,382,21585.39,0,3,13.6773,0.7318,1
64,46543.09,31809.74,36,557,16945.63,0,20,4.5968,0.6834,1
54,73492.07,23483.96,48,498,7075.1,0,20,1.2351,0.3195,1
24,50715.01,25129.31,24,591,7065.75,0,11,1.9196,0.4955,1
37,136501.77,47245.14,24,382,12132.01,0,12,1.2396,0.3461,1
24,29331.66,35895.7,36,565,18998.23,0,17,8.1804,1.2238,1
63,103473.78,14571.19,36,716,33052.97,0,12,3.8801,0.1408,1
46,81100.18,26188.25,24,318,18149.86,1,19,2.847,0.3229,1
24,51702.43,24400.3,36,829,35962.92,0,22,8.5042,0.4719,1
21,59802.19,40162.53,60,670,5260.41,0,17,1.1899,0.6716,0
27,27265.76,42001.05,48,322,11235.03,0,4,5.3298,1.5404,1
50,40767.73,15605.26,48,684,3285.69,1,15,1.0628,0.3828,1
29,69304.87,41415.27,24,821,20646.01,0,20,3.8736,0.5976,1
55,44825.38,10616.07,24,678,4056.28,0,20,1.2043,0.2368,0
28,50824.98,38612.99,36,389,31929.52,0,22,7.7919,0.7597,1
44,88917.65,13941.66,48,443,2070.67,0,9,0.3186,0.1568,1
39,15609.79,16300.7,36,503,19278.04,0,13,15.168,1.0443,1
56,61183.38,42918.46,24,819,17114.27,0,22,3.7074,0.7015,1
63,142332.78,22163.59,24,691,8488.2,0,14,0.7935,0.1557,0
47,39100.09,49547.16,24,600,23680.72,0,10,7.9013,1.2672,1
52,23235.41,9293.27,24,804,15750.88,2,7,8.3346,0.4,1
34,38814.3,24240.75,24,452,8319.69,0,16,2.8844,0.6245,1
38,19727.14,37157.62,24,828,33149.23,0,2,21.1064,1.8836,1
48,56129.18,2257.62,60,638,26597.47,2,0,5.6944,0.0402,1
49,46900.5,9289.05,60,811,980.04,0,6,0.2904,0.1981,0
36,59351.88,2977.12,36,634,20323.65,0,20,4.1258,0.0502,1
55,45308.89,49658.14,60,808,11216.61,0,1,3.1899,1.096,1
67,55134.84,38509.98,36,355,36646.93,3,9,8.209,0.6985,1
51,64234.15,19930.84,36,429,29160.44,0,17,5.5511,0.3103,1
24,23894.69,9501.68,60,397,24658.78,0,6,12.4633,0.3976,1
57,60334.0,6338.4,48,721,4017.64,0,4,0.8253,0.1051,1
37,116882.48,27531.55,36,379,37260.51,0,3,3.9039,0.2355,1
59,27528.21,48842.78,24,587,6195.95,1,13,3.5881,1.7743,1
68,58982.49,34381.33,36,468,18304.49,0,23,3.9184,0.5829,1
66,106597.92,19526.64,36,378,27401.14,0,2,3.1457,0.1832,1
46,24513.34,26040.85,48,370,20043.38,2,12,10.0774,1.0623,1
68,79119.35,49947.36,24,562,35357.57,1,2,5.6783,0.6313,1
59,42906.8,26900.78,48,829,33495.98,3,7,9.5248,0.627,1
61,89931.43,48281.67,48,509,5847.03,1,17,0.9144,0.5369,0
24,29891.39,2785.36,48,416,24896.63,1,18,10.0181,0.0932,1
50,48755.19,36606.23,36,376,2562.02,0,3,0.8809,0.7508,1
50,19710.5,32103.75,24,614,28962.81,0,9,18.4473,1.6288,1
42,63727.62,34895.83,24,310,29572.83,0,2,5.8424,0.5476,1
31,64166.85,29387.22,48,350,14107.4,0,11,2.7528,0.458,1
22,67811.12,4120.49,60,306,31570.46,0,23,5.5989,0.0608,1
64,65838.48,9179.07,24,848,26281.75,0,5,4.8599,0.1394,1
32,46413.92,46268.06,24,560,20410.0,3,18,5.7753,0.9969,1
50,20199.68,13180.4,48,811,18483.27,0,22,11.1435,0.6525,1
56,88898.16,49660.99,36,499,4811.05,1,3,0.8356,0.5586,1
38,47903.29,34620.25,48,629,21478.61,0,2,5.5612,0.7227,1
46,62074.49,23329.02,60,389,6665.95,1,17,1.3638,0.3758,1
27,43864.94,46162.35,60,354,26413.2,2,7,7.4363,1.0524,1
21,158777.04,40159.34,48,520,23991.2,1,23,1.8764,0.2529,0
46,34871.0,22590.32,60,391,11975.97,0,1,4.2508,0.6478,1
43,34075.49,5292.46,36,355,10256.46,2,24,3.6637,0.1553,1
46,19206.69,43678.62,36,478,19304.47,2,6,12.8191,2.2741,1
65,52456.95,38721.92,36,360,20743.27,1,10,4.9913,0.7382,1
26,149498.89,39955.27,60,416,32018.05,0,5,2.6235,0.2673,1
26,52839.94,37753.22,36,535,12506.34,1,18,3.0784,0.7145,1
64,56177.37,15236.22,48,332,16435.19,0,2,3.5785,0.2712,1
28,87897.66,43224.59,36,542,14060.17,0,12,2.0834,0.4918,1
44,54028.01,2107.16,60,373,16067.61,0,19,3.5765,0.039,1
42,100667.04,13389.26,24,320,22900.33,0,24,2.7963,0.133,1
39,110045.09,4234.86,60,453,22520.11,0,23,2.4634,0.0385,1
57,34344.76,7308.63,48,553,14773.02,0,1,5.2149,0.2128,1
38,20779.91,27554.2,48,506,24296.19,1,4,14.3621,1.326,1
51,74143.21,3788.3,60,448,24833.76,0,14,4.0295,0.0511,1
57,59490.91,10706.29,36,601,21312.46,1,9,4.359,0.18,1
50,26173.01,13171.53,36,596,18368.29,0,5,8.5894,0.5032,1
62,32636.19,33456.26,24,790,3578.5,0,13,1.8283,1.0251,0
53,32575.45,24503.39,36,343,21880.09,0,20,8.3108,0.7522,1
30,53555.56,24003.8,48,443,28651.65,2,0,6.5319,0.4482,1
57,89181.69,38884.76,36,543,9005.42,0,8,1.3571,0.436,1
32,92228.45,23922.63,60,718,31224.49,0,9,4.1145,0.2594,1
50,78786.26,18727.46,60,816,23664.0,1,21,3.6518,0.2377,1
47,41140.47,48197.65,24,361,9882.08,0,20,3.4682,1.1715,1
59,185733.38,2398.08,48,837,6936.58,0,10,0.4514,0.0129,0
29,50007.7,16658.86,60,616,10193.36,0,21,2.5127,0.3331,1
41,38820.91,31250.85,48,734,30483.9,1,18,9.6242,0.805,1
32,21598.09,39574.84,36,680,10395.22,0,8,6.3864,1.8323,1
49,39794.19,41187.82,24,335,27487.34,0,11,8.8064,1.035,1
53,63784.41,4211.51,24,841,22059.75,0,19,4.1832,0.066,1
63,18925.33,36038.34,36,531,22100.4,0,5,14.648,1.9042,1
35,27654.21,36572.17,60,332,34177.67,2,15,15.0952,1.3225,1
22,37034.13,12275.81,48,651,35051.72,0,12,11.4405,0.3315,1
59,30784.48,7413.2,48,554,21707.9,0,5,8.5221,0.2408,1
64,29298.07,37984.94,48,349,3078.98,1,12,1.5852,1.2965,1
38,96256.18,13976.0,60,322,6866.79,0,14,0.8851,0.1452,1
23,18207.56,2080.34,36,553,37972.36,0,17,25.0644,0.1143,1
27,54460.01,12731.48,48,693,5820.16,1,15,1.3409,0.2338,1
63,66932.98,3491.26,60,572,33496.4,1,8,6.0158,0.0522,1
38,36663.86,13960.96,48,549,21846.07,1,17,7.2454,0.3808,1
64,42780.2,18080.94,60,536,5003.49,2,9,1.488,0.4226,1
58,47842.6,15027.21,36,531,36820.4,0,11,9.3401,0.3141,1
57,71724.22,46156.98,48,727,37160.15,0,4,6.3781,0.6435,1
53,122812.58,13161.58,36,541,24806.78,3,1,2.4596,0.1072,1
64,22681.44,24441.67,24,433,15859.97,0,8,8.9298,1.0776,1
51,28289.45,47956.52,60,370,24496.2,0,17,10.73,1.6952,1
31,29157.13,44201.58,24,764,25296.53,1,23,11.1691,1.516,1
24,48652.58,16844.41,36,720,25074.46,0,0,6.2999,0.3462,1
38,38566.21,17671.53,36,609,29469.63,0,13,9.3223,0.4582,1
24,73119.82,30479.81,36,578,3152.21,0,2,0.6563,0.4168,0
69,33060.85,46057.42,48,518,4549.94,0,22,1.9998,1.3931,1
54,28768.89,2479.99,48,606,11669.75,0,10,4.8892,0.0862,1
49,31011.63,20869.75,36,613,14312.84,1,21,5.7627,0.673,1
44,52544.37,42789.22,36,702,25702.2,0,17,6.1413,0.8143,1
42,87409.03,21702.56,48,787,7289.06,0,24,1.0628,0.2483,0
22,47731.12,36562.63,48,704,21870.66,0,1,5.69,0.766,1
64,35070.06,35212.4,60,678,7820.91,0,21,2.8769,1.0041,1
26,26406.82,11862.02,36,580,14541.71,1,16,6.7579,0.4492,1
62,117827.89,23580.54,48,626,37452.21,0,2,3.8643,0.2001,1
45,17041.74,29176.96,48,334,35880.13,0,20,25.6931,1.7121,1
41,43842.37,36342.22,24,369,38147.61,0,6,10.8558,0.8289,1
36,76407.41,41474.7,36,659,23861.07,0,2,3.9284,0.5428,1
51,43481.22,38476.79,36,707,20301.36,2,24,5.8978,0.8849,1
34,34898.77,3358.95,48,818,34032.14,0,14,11.7261,0.0962,1
59,67602.12,34190.62,24,683,3646.76,0,3,0.9002,0.5058,0
48,25431.17,25871.14,60,380,39148.75,0,24,18.6763,1.0173,1
52,17249.28,29545.36,36,737,18763.71,0,14,13.6245,1.7128,1
48,60590.81,19902.38,60,549,27193.56,1,2,5.4514,0.3285,1
69,26981.06,36273.26,36,337,29274.56,0,10,13.4682,1.3444,1
29,53052.18,34346.65,48,344,25339.17,0,2,5.8934,0.6474,1
65,45526.07,29815.35,60,658,35715.24,0,19,9.545,0.6549,1
42,57332.75,43357.07,36,436,11882.37,0,17,2.7391,0.7562,1
52,42776.84,6891.2,60,760,21526.17,0,13,6.0709,0.1611,1
25,68248.53,16449.12,48,666,17497.06,0,20,3.1367,0.241,1
43,32140.46,25766.26,24,604,28313.09,0,8,10.9718,0.8017,1
25,78334.47,48013.03,24,528,16107.05,1,14,2.7739,0.6129,1
62,23610.01,5454.24,60,482,35767.98,0,7,18.2256,0.231,1
52,99069.25,18179.72,60,766,19871.99,0,7,2.4437,0.1835,0
30,167877.15,46442.75,60,503,21672.32,0,7,1.6045,0.2766,1
59,52306.03,45101.48,36,367,19989.03,1,23,4.8733,0.8623,1
35,125681.24,43531.79,48,849,25094.13,0,13,2.4826,0.3464,1
27,146832.11,16802.74,60,604,20660.86,0,5,1.7114,0.1144,1
49,40434.53,42648.12,24,394,37528.01,0,12,11.6648,1.0547,1
67,50449.04,26256.29,36,545,5679.34,0,6,1.5244,0.5205,1
23,30077.4,31749.38,60,378,1030.38,0,14,0.6222,1.0556,1
39,31264.4,13463.6,36,732,21110.56,2,9,8.2463,0.4306,1
30,56371.67,35920.35,60,579,30702.92,0,11,6.6633,0.6372,1
48,18370.53,17729.46,60,668,26103.73,0,4,17.2445,0.9651,1
49,80891.98,18506.26,36,578,38528.0,0,21,5.7917,0.2288,1
35,54196.46,32567.22,48,650,7699.94,0,2,1.8551,0.6009,1
55,73776.76,13511.93,48,525,27912.31,0,4,4.5858,0.1831,1
26,43948.83,12773.06,24,705,32726.78,0,11,9.0812,0.2906,1
32,73388.03,19719.82,48,745,36526.53,0,2,6.0398,0.2687,1
67,56873.64,39347.05,48,622,21377.78,0,20,4.6835,0.6918,1
58,66458.63,12784.74,36,372,14842.7,0,0,2.7442,0.1924,1
33,84206.49,39791.28,36,817,38236.77,1,16,5.6065,0.4725,1
49,22949.02,35389.05,24,620,31763.11,2,9,17.3799,1.5421,1
39,32149.6,34595.83,60,321,19098.34,2,5,7.3438,1.0761,1
23,196593.41,24788.27,36,478,26221.06,0,23,1.6426,0.1261,1
28,55512.5,37802.62,36,408,11503.79,0,19,2.7137,0.681,1
28,17499.39,2648.94,36,671,24786.25,0,12,17.0473,0.1514,1
40,17557.82,16669.15,48,755,21831.17,1,14,15.158,0.9494,1
67,46864.01,34598.6,36,528,2049.4,0,22,0.7709,0.7383,1
24,35817.0,49390.18,24,830,34697.04,0,20,12.3143,1.379,1
41,30217.51,2120.69,24,663,19862.59,2,1,7.9229,0.0702,1
23,143758.07,26478.67,36,724,19449.59,0,20,1.6849,0.1842,0
65,39282.41,46344.15,60,515,11695.48,0,1,3.8087,1.1798,1
28,80224.46,43449.89,36,347,8257.31,0,24,1.4157,0.5416,1
43,56958.31,3110.54,24,764,12009.19,0,16,2.5574,0.0546,0
36,41071.36,27418.79,60,572,26174.23,0,18,7.781,0.6676,1
33,24710.05,2205.78,48,329,4357.14,2,0,2.1383,0.0893,1
23,77772.17,39899.6,36,489,13648.14,3,4,2.2769,0.513,1
68,12008.65,16825.99,24,451,39160.24,0,19,39.8326,1.4012,1
29,82653.01,38748.35,48,675,11225.38,0,15,1.747,0.4688,1
34,53678.69,47350.08,24,554,38682.87,1,21,9.0887,0.8821,1
33,71050.49,48852.08,48,333,4640.03,0,4,0.9556,0.6876,1
27,49249.66,44917.34,24,486,31862.41,0,22,8.2195,0.912,1
35,23374.33,11798.89,24,748,17869.66,1,22,9.4264,0.5048,1
27,62375.51,11340.81,48,385,8195.27,0,9,1.6221,0.1818,1
58,81580.04,32037.46,36,417,31603.19,3,20,4.7796,0.3927,1
54,36772.69,28114.58,24,357,775.74,0,9,0.6354,0.7646,1
61,72724.62,2457.66,60,317,14212.04,0,0,2.3518,0.0338,1
42,58567.25,20802.91,36,439,24391.86,1,8,5.1161,0.3552,1
44,64236.78,45521.17,60,757,9623.32,0,17,1.9395,0.7086,1
69,29268.85,45121.23,24,511,13635.07,0,6,6.3611,1.5416,1
57,105799.13,11787.53,48,785,4112.41,0,18,0.4943,0.1114,1
64,58548.96,20334.23,36,419,34201.89,2,21,7.1257,0.3473,1
21,80742.94,28897.57,48,302,17175.57,0,15,2.6421,0.3579,1
30,38836.28,42933.64,48,528,6239.16,0,20,2.2042,1.1055,1
63,88377.66,27535.73,60,528,8364.21,0,5,1.198,0.3116,1
36,38056.78,48473.59,60,642,11369.09,0,9,3.8396,1.2737,1
66,28708.43,40354.5,36,440,9563.93,0,4,4.4662,1.4057,1
28,141932.3,47748.41,36,356,20380.62,2,24,1.8353,0.3364,1
69,11806.44,37111.63,36,515,36256.12,1,12,37.8983,3.1433,1
45,294764.97,44125.96,60,413,7764.65,0,11,0.346,0.1497,1
32,74685.71,41888.18,60,593,18411.14,2,23,3.0703,0.5609,1
45,40583.41,14184.25,48,327,26725.21,0,16,7.9897,0.3495,1
37,59613.99,13017.75,48,837,7759.87,0,24,1.6166,0.2184,0
46,74712.21,43490.4,48,620,6582.69,0,1,1.2028,0.5821,0
66,40156.11,6064.53,36,812,6636.83,0,4,2.0336,0.151,0
68,166233.01,21611.05,24,331,35338.37,0,21,2.616,0.13,1
34,118816.87,41391.57,60,710,28594.98,0,9,2.9576,0.3484,1
61,251725.9,41035.49,36,696,13786.57,0,0,0.7116,0.163,1
56,23555.99,8661.57,60,316,36151.17,0,11,18.4898,0.3677,1
43,55780.69,25410.07,24,351,38165.06,0,13,8.4381,0.4555,1
63,21328.35,25031.96,60,669,16231.81,0,22,9.3673,1.1736,1
26,25466.44,17538.63,60,463,20662.68,0,7,9.8742,0.6887,1
67,40305.35,46024.69,60,602,14644.34,0,16,4.5884,1.1419,1
25,40745.18,33349.65,48,749,9488.46,1,10,2.9991,0.8185,1
63,61202.43,49049.0,24,843,31310.39,0,19,6.5398,0.8014,1
45,45871.77,5204.78,36,801,26137.98,0,1,6.8755,0.1135,1
38,79220.05,20928.81,36,650,14992.17,0,4,2.359,0.2642,1
33,59358.05,42086.6,36,678,1068.01,2,17,0.4523,0.709,0
63,131731.35,22288.91,24,738,30665.1,0,8,2.878,0.1692,1
34,80602.27,14570.15,60,500,19356.17,0,8,2.9179,0.1808,1
48,24164.11,49894.76,36,406,3386.87,0,9,2.3702,2.0648,1
38,44923.09,43909.99,24,804,5417.84,0,20,1.936,0.9774,0
48,46779.18,28230.74,48,683,25320.93,0,20,6.6463,0.6035,1
47,63827.72,28962.04,24,595,22080.13,0,3,4.3781,0.4538,1
52,93448.66,2329.42,48,327,9998.89,1,16,1.2902,0.0249,1
67,58079.18,49087.74,24,636,6025.23,0,11,1.6675,0.8452,1
29,69348.32,40702.17,48,586,35447.0,0,2,6.2805,0.5869,1
60,24821.46,3763.01,36,642,5827.24,0,3,2.8677,0.1516,0
52,37215.44,10463.85,24,330,3884.21,0,22,1.393,0.2812,1
40,15564.17,41409.5,48,786,24987.7,0,6,19.9307,2.6606,1
48,63906.07,6169.55,60,550,10475.82,0,22,1.9864,0.0965,1
53,81218.53,47205.71,36,662,26435.7,1,22,4.0996,0.5812,1
24,22216.93,49994.77,36,406,19819.37,0,10,11.4551,2.2503,1
66,53909.86,44548.77,48,805,8844.31,0,3,2.1753,0.8264,1
54,46103.0,37467.39,48,741,3250.73,0,24,1.0493,0.8127,0
68,135004.57,25389.55,24,416,3290.71,0,19,0.3865,0.1881,0
23,28663.45,5956.62,48,544,23641.48,1,5,9.9495,0.2078,1
46,85041.48,37061.42,48,378,30450.69,1,0,4.4058,0.4358,1
28,97328.14,21049.53,60,785,27741.56,0,0,3.4636,0.2163,1
26,43609.45,29370.97,36,322,23917.69,0,5,6.8059,0.6735,1
36,58424.94,16082.74,48,496,8831.66,0,0,1.8828,0.2753,1
44,93570.85,13623.49,48,660,34540.65,0,14,4.4661,0.1456,1
68,25344.02,17566.25,60,726,25339.41,1,0,12.1364,0.6931,1
59,37938.05,41063.75,48,516,27920.84,0,5,9.1021,1.0824,1
50,54816.32,22471.59,60,495,9341.33,0,23,2.1269,0.4099,0
65,169128.67,16961.98,36,742,10828.89,0,8,0.8018,0.1003,0
33,38566.43,22782.58,36,758,36348.21,1,5,11.5067,0.5907,1
25,41722.98,3549.79,60,758,19304.91,0,16,5.5693,0.0851,1
45,124026.81,44749.01,60,783,22376.78,0,22,2.2372,0.3608,1
40,72968.81,28484.55,36,443,4875.24,0,17,0.9319,0.3904,1
38,181593.68,7031.66,36,613,16085.67,0,22,1.0759,0.0387,0
67,94461.46,15843.53,60,556,35537.92,0,19,4.5481,0.1677,1
38,44909.12,49210.53,24,773,36055.96,0,0,10.1823,1.0958,1
22,41235.15,30466.76,36,798,29341.03,0,24,8.7849,0.7389,1
30,29888.93,15987.43,36,518,22052.69,0,15,9.0322,0.5349,1
65,22403.79,22464.59,60,830,37267.48,0,15,20.1619,1.0027,1
67,60143.54,14406.79,60,657,34937.72,0,0,7.0188,0.2395,1
32,71408.09,3526.6,60,536,33930.87,0,6,5.7119,0.0494,1
67,76760.14,42417.44,24,574,35331.39,0,13,5.7997,0.5526,1
33,45520.3,16038.97,60,516,18402.92,0,14,4.9218,0.3523,1
67,156071.39,42243.72,24,696,21256.85,1,5,1.7697,0.2707,1
31,21697.08,24970.74,60,373,17248.5,0,22,9.7698,1.1509,1
39,20272.05,10778.94,60,627,29732.65,0,16,17.7065,0.5317,1
55,29978.24,40489.7,24,707,23881.12,1,16,10.2347,1.3506,1
59,49196.24,20101.35,48,447,3253.06,0,5,0.8956,0.4086,1
46,25380.35,35971.0,36,385,5895.71,1,12,3.26,1.4173,1
66,109992.04,42187.02,60,820,8096.82,0,23,0.9601,0.3835,0
34,31464.67,48223.31,48,802,26986.88,0,10,10.6754,1.5326,1
65,28267.73,6119.1,24,531,4837.3,2,18,2.1617,0.2165,1
64,92322.89,2402.55,60,797,21862.38,0,9,2.8468,0.026,1
44,55517.94,28324.4,24,722,33712.98,0,1,7.542,0.5102,1
61,78497.4,14683.57,24,766,37926.82,0,19,5.8915,0.1871,1
21,47640.81,24516.89,24,546,17415.17,1,7,4.6439,0.5146,1
63,57702.28,5487.62,48,669,21570.47,1,14,4.5097,0.0951,1
42,20741.05,26076.27,24,812,33345.36,0,8,19.921,1.2572,1
43,44859.73,7993.07,36,404,37461.8,0,12,10.0804,0.1782,1
39,26138.54,42252.21,60,533,15899.53,0,21,7.6226,1.6165,1
38,158361.38,38455.37,60,757,14445.89,0,22,1.1432,0.2428,0
32,106477.91,5555.53,36,556,18308.36,0,14,2.0807,0.0522,1
48,33111.83,42144.82,60,774,10525.29,1,14,4.069,1.2728,1
48,43280.9,17598.01,36,471,34456.74,0,0,9.689,0.4066,1
53,44522.44,18937.27,48,572,13068.81,0,4,3.6287,0.4253,1
39,178505.37,10630.57,24,493,18253.56,0,14,1.2569,0.0596,0
48,62183.13,42094.6,48,411,13138.55,0,21,2.7047,0.6769,1
69,37921.72,21425.88,36,322,5197.38,0,13,1.833,0.565,1
57,53530.73,4344.12,24,614,24462.57,0,5,5.5244,0.0812,1
46,19492.9,48379.98,48,501,23710.62,0,5,15.2169,2.4819,1
55,46901.08,14282.59,24,800,12148.56,1,22,3.2606,0.3045,1
54,25628.58,46936.51,24,324,1740.23,0,19,1.7305,1.8314,1
55,16177.88,16459.44,48,807,37501.49,0,4,28.0712,1.0174,1
60,161448.98,41908.48,60,665,14544.12,1,21,1.1329,0.2596,1
36,48233.26,33882.54,36,830,21780.81,0,8,5.653,0.7025,1
58,30854.81,43341.6,48,345,6178.07,0,19,2.7539,1.4047,1
33,17706.59,48853.66,48,334,10421.14,0,19,7.7523,2.7591,1
43,42930.18,43831.22,60,501,17692.48,0,6,5.1497,1.021,1
42,44823.78,21375.93,36,834,22708.65,0,15,6.2384,0.4769,1
36,77577.37,41096.17,48,664,34233.56,0,16,5.4278,0.5297,1
48,27658.81,36159.24,24,769,11971.32,0,22,5.8475,1.3073,1
68,35587.34,4956.98,36,599,34935.34,0,7,11.8266,0.1393,1
55,28148.38,46628.48,60,715,18608.53,0,17,8.2644,1.6565,1
65,43009.23,24366.13,48,645,17590.74,0,19,5.0496,0.5665,1
66,14826.98,8453.63,24,648,16158.39,1,12,13.3626,0.5702,1
28,30256.9,22418.15,36,489,35504.04,0,13,14.328,0.7409,1
64,71526.96,30950.78,48,702,10415.18,2,3,1.8555,0.4327,1
42,23499.47,29501.41,36,648,34365.88,0,9,17.9674,1.2554,1
41,89295.25,29590.1,24,672,4019.59,1,9,0.7059,0.3314,1
46,82786.23,14280.29,24,804,38235.46,0,5,5.6285,0.1725,1
60,87047.92,32369.72,36,590,20369.12,3,6,2.9319,0.3719,1
41,48887.94,45555.91,24,410,39956.76,0,6,10.2737,0.9318,1
45,46321.43,20656.01,24,802,24513.39,0,3,6.5734,0.4459,1
61,59383.14,32267.85,36,600,5145.28,0,18,1.2209,0.5434,1
21,108245.83,13711.38,36,312,2905.22,2,19,0.3643,0.1267,0
26,102494.69,4317.49,60,822,8140.04,0,8,0.9615,0.0421,0
43,18081.76,30115.11,48,401,17135.38,0,22,11.7883,1.6655,1
43,29010.62,4282.39,60,496,30013.99,0,18,12.4446,0.1476,1
63,26046.44,36732.06,60,690,528.23,0,15,0.5254,1.4103,1
63,75815.94,34176.93,60,354,10665.2,0,2,1.7782,0.4508,1
43,32611.78,19727.6,60,482,23709.01,0,4,8.8451,0.6049,1
52,43389.19,21741.93,48,318,12266.39,0,23,3.5177,0.5011,1
50,136594.11,46052.52,36,662,14599.27,0,4,1.395,0.3371,0
33,96040.82,2630.41,24,772,12380.16,1,5,1.5606,0.0274,1
63,111940.12,29038.56,24,308,38150.73,0,8,4.2195,0.2594,1
38,31882.98,46321.33,36,324,3100.41,0,8,1.6512,1.4529,1
43,9294.22,45871.39,36,605,36346.69,0,21,48.5733,4.9355,1
35,38664.81,30063.48,36,733,13267.95,2,11,4.377,0.7775,1
53,20661.57,20299.04,24,721,10238.59,0,15,6.4377,0.9825,1
41,15268.85,6747.37,60,356,35389.11,1,15,27.9012,0.4419,1
59,96490.87,10341.64,60,833,11839.83,0,4,1.4939,0.1072,1
43,28706.84,34624.32,60,847,39505.6,0,23,16.7553,1.2061,1
47,30214.06,2798.44,48,478,22149.46,0,0,8.8202,0.0926,1
65,39361.43,44407.31,60,367,19316.69,0,2,6.1147,1.1282,1
64,131649.28,30220.85,48,795,39071.24,0,5,3.6188,0.2296,1
38,44490.52,4167.04,24,300,9457.29,0,7,2.5977,0.0937,1
44,86764.58,13508.84,48,347,36404.29,2,15,5.0738,0.1557,1
67,40570.34,30521.64,36,716,23865.22,0,5,7.3097,0.7523,1
60,18991.05,3708.86,36,496,30321.22,0,13,19.2244,0.1953,1
62,24006.94,39439.4,24,347,23490.35,0,9,12.5632,1.6428,1
27,48909.56,46156.26,60,654,24936.61,0,21,6.307,0.9437,1
68,52291.09,48138.58,24,533,6619.4,0,3,1.9793,0.9206,1
40,67888.77,37215.64,36,736,6490.67,0,11,1.33,0.5482,1
47,67905.68,43127.62,60,389,16187.7,2,6,2.9876,0.6351,1
26,84128.25,31313.96,36,668,14182.37,3,6,2.147,0.3722,1
47,30899.92,24010.1,24,468,28626.39,0,15,11.5056,0.777,1
29,146727.33,36230.47,60,662,29049.03,0,0,2.4251,0.2469,1
65,155011.49,12760.67,24,476,22769.79,2,15,1.8039,0.0823,1
51,35870.79,7269.65,36,799,16379.36,0,2,5.547,0.2027,1
41,30444.13,38568.85,60,432,27233.98,0,14,10.988,1.2669,1
46,16799.66,47992.97,36,471,27650.15,0,24,20.7028,2.8568,1
60,54313.79,29719.01,60,829,32459.53,1,5,7.281,0.5472,1
68,64309.47,25162.03,48,740,32563.34,0,12,6.1741,0.3913,1
65,34627.52,27651.4,48,411,3247.9,0,19,1.3252,0.7985,1
33,58084.77,24966.28,36,339,15275.03,0,7,3.299,0.4298,1
69,21318.1,23225.61,24,401,17087.2,0,11,10.1632,1.0895,1
43,87605.96,47457.71,48,668,33953.54,0,22,4.7863,0.5417,1
40,35646.75,25028.63,48,473,20321.41,0,13,7.0165,0.7021,1
57,58294.08,5892.92,60,640,19807.83,1,15,4.0977,0.1011,1
48,55608.66,38744.8,60,495,22374.0,0,13,4.9675,0.6967,1
37,15119.41,20794.96,60,481,5524.96,0,15,4.6601,1.3754,1
48,80855.55,36113.29,36,622,22829.22,0,5,3.537,0.4466,1
61,30617.71,29819.33,24,412,22286.12,1,3,9.2216,0.9739,1
22,55353.92,36232.64,24,534,30299.81,0,19,6.8959,0.6546,1
45,21037.71,4975.71,60,804,25549.05,0,23,14.6206,0.2365,1
61,36767.65,3625.92,36,370,38223.69,0,18,12.5081,0.0986,1
26,60958.54,20170.0,60,518,3664.0,0,24,0.7875,0.3309,0
31,25653.06,35271.97,24,816,30980.24,0,7,15.1794,1.375,1
58,26510.19,12736.76,36,464,30184.34,0,3,13.8233,0.4804,1
26,52840.9,22803.23,60,812,11139.12,0,2,2.616,0.4315,1
65,44333.3,49078.89,60,680,28092.74,1,12,7.8255,1.107,1
31,60450.66,12313.98,24,483,26543.19,3,3,5.3709,0.2037,1
34,39313.2,42701.29,36,668,12298.88,0,10,4.1162,1.0862,1
22,72034.41,41622.12,24,747,29089.41,0,15,5.1348,0.5778,1
60,34885.51,44784.9,36,307,37260.77,0,14,13.245,1.2838,1
23,70139.31,45926.8,36,681,12556.15,0,1,2.3665,0.6548,1
55,28450.78,26351.37,60,681,39213.26,0,14,16.7247,0.9262,1
53,33975.86,34732.82,24,747,9359.33,2,5,3.8168,1.0223,1
44,75993.46,31706.76,36,453,5818.35,0,14,1.0578,0.4172,1
39,36003.51,16829.53,48,333,3543.49,0,12,1.2979,0.4674,1
38,24276.44,15429.8,60,796,8940.49,0,2,4.5465,0.6356,1
69,138423.0,18395.36,24,321,14029.21,0,18,1.2826,0.1329,1
44,47998.26,12485.97,36,679,29459.8,0,11,7.4519,0.2601,1
65,65047.38,38354.41,60,447,3344.43,0,11,0.7349,0.5896,1
55,12616.39,48299.5,24,398,20536.97,0,16,21.4478,3.8283,1
21,108998.04,43653.04,24,830,20990.34,2,23,2.5112,0.4005,0
56,239842.7,12461.14,60,570,9503.75,0,7,0.4859,0.052,0
45,103291.41,4491.94,36,300,2295.54,2,24,0.2812,0.0435,1
65,112512.73,38340.51,60,586,9392.2,1,12,1.0699,0.3408,1
